0.14112	0.0784	0.1568	0.10976	10.34246	6.773262	5.347911	10.01156	13.9656	14.65445	
0.14112	0.09408	0.1568	0.10976	10.67331	6.773262	6.020087	10.67331	12.83582	15.32293	
0.1568	0.09408	0.14112	0.09408	11.00413	7.486947	5.68435	10.01156	12.08973	14.32097	
0.17248	0.0784	0.17248	0.0784	11.00413	7.8448	6.020087	11.00413	10.6126	13.98795	
0.17248	0.0784	0.17248	0.09408	10.34246	8.562762	7.356988	13.98795	9.152828	12.32815	
0.17248	0.0784	0.17248	0.10976	9.018072	8.562762	9.680557	18.36507	8.790222	11.99696	
0.1568	0.0784	0.17248	0.10976	10.01156	10.00904	9.680557	20.08764	11.34879	10.67331	
0.14112	0.0784	0.20384	0.10976	8.022482	8.922966	7.689942	18.70741	10.98013	8.354653	
0.14112	0.09408	0.18816	0.0784	9.349409	11.10436	5.68435	17.00511	13.9656	8.354653	
0.1568	0.09408	0.14112	0.10976	9.680557	9.284048	6.35517	14.32097	13.9656	11.99696	
0.1568	0.06272	0.1568	0.14112	10.34246	8.203389	5.347911	11.33499	14.72652	13.3231	
0.14112	0.0784	0.1568	0.10976	9.680557	6.773262	5.68435	10.67331	13.9656	14.65445	
0.1568	0.10976	0.14112	0.10976	10.67331	7.486947	5.347911	10.01156	14.34525	14.65445	
0.1568	0.09408	0.1568	0.09408	10.01156	6.773262	6.020087	10.34246	12.4621	15.32293	
0.17248	0.10976	0.1568	0.10976	11.00413	7.486947	5.68435	10.01156	11.71864	14.65445	
0.17248	0.09408	0.1568	0.10976	10.67331	8.203389	6.020087	11.00413	10.6126	13.98795	
0.18816	0.09408	0.17248	0.09408	10.34246	8.922966	7.356988	13.98795	9.152828	12.32815	
0.17248	0.0784	0.17248	0.10976	9.349409	8.562762	9.680557	18.02371	8.790222	11.99696	
0.17248	0.0784	0.17248	0.12544	10.34246	10.73814	9.680557	19.74086	11.71864	10.67331	
0.1568	0.0784	0.17248	0.12544	8.022482	8.922966	7.689942	18.70741	10.98013	8.354653	
0.1568	0.09408	0.18816	0.10976	9.349409	11.10436	6.020087	17.00511	13.9656	8.686502	
0.1568	0.09408	0.14112	0.12544	10.34246	9.646058	6.020087	13.98795	14.34525	11.99696	
0.14112	0.09408	0.14112	0.10976	11.00413	8.922966	5.347911	11.33499	15.49418	13.3231	
0.1568	0.06272	0.1568	0.12544	11.00413	7.8448	5.347911	10.67331	15.10948	14.32097	
0.14112	0.0784	0.14112	0.12544	10.01156	6.417336	5.68435	10.67331	13.58751	15.32293	
0.1568	0.0784	0.17248	0.10976	10.67331	6.773262	6.68965	11.33499	12.83582	15.99375	
0.17248	0.09408	0.14112	0.09408	11.00413	7.486947	5.347911	10.01156	12.08973	14.32097	
0.18816	0.0784	0.1568	0.09408	11.00413	8.203389	6.020087	11.33499	10.6126	13.98795	
0.17248	0.0784	0.1568	0.09408	10.34246	8.562762	7.356988	13.98795	9.152828	12.65954	
0.1568	0.06272	0.17248	0.09408	9.349409	8.562762	9.680557	18.36507	8.790222	12.32815	
0.17248	0.0784	0.18816	0.10976	10.34246	10.73814	9.680557	20.08764	11.71864	10.67331	
0.1568	0.09408	0.20384	0.09408	8.354653	8.922966	7.689942	18.70741	10.98013	8.354653	
0.1568	0.09408	0.18816	0.0784	9.349409	10.73814	6.020087	17.34378	13.58751	8.686502	
0.14112	0.0784	0.14112	0.12544	9.349409	8.922966	6.020087	13.98795	13.58751	11.66592	
0.14112	0.06272	0.17248	0.12544	10.34246	8.203389	5.347911	11.00413	14.72652	13.3231	
0.14112	0.06272	0.17248	0.12544	10.01156	7.129783	5.347911	10.34246	14.34525	14.32097	
0.14112	0.0784	0.17248	0.10976	10.01156	6.773262	7.023572	11.66592	13.9656	16.33014	
0.1568	0.0784	0.17248	0.09408	10.34246	6.773262	7.356988	11.66592	12.4621	16.33014	
0.1568	0.09408	0.17248	0.09408	11.00413	7.486947	5.68435	10.01156	11.71864	14.65445	
0.17248	0.09408	0.1568	0.10976	10.67331	8.203389	6.68965	11.66592	10.6126	14.65445	
0.1568	0.0784	0.1568	0.09408	10.34246	8.562762	7.356988	13.98795	9.51632	12.65954	
0.1568	0.0784	0.18816	0.12544	9.018072	8.562762	9.680557	18.36507	8.790222	12.32815	
0.1568	0.06272	0.18816	0.14112	9.680557	10.37306	10.01156	20.08764	11.34879	10.67331	
0.14112	0.0784	0.18816	0.09408	8.022482	8.922966	7.689942	18.70741	11.34879	8.354653	
0.14112	0.09408	0.18816	0.0784	9.349409	11.47175	6.020087	17.34378	14.34525	8.686502	
0.17248	0.0784	0.14112	0.12544	9.349409	9.284048	6.020087	14.32097	13.58751	11.99696	
0.1568	0.0784	0.17248	0.10976	10.01156	7.8448	5.010717	11.00413	14.34525	12.99118	
0.14112	0.0784	0.17248	0.10976	9.680557	6.773262	5.347911	10.67331	13.9656	14.32097	
0.1568	0.0784	0.17248	0.10976	11.33499	7.8448	5.68435	10.67331	15.10948	14.98842	
0.17248	0.09408	0.18816	0.09408	10.34246	6.773262	6.68965	11.33499	12.83582	15.99375	
0.1568	0.0784	0.17248	0.0784	10.67331	7.486947	5.347911	9.680557	11.71864	14.32097	
0.17248	0.09408	0.1568	0.09408	11.00413	7.8448	6.35517	11.33499	10.6126	14.32097	
0.17248	0.09408	0.1568	0.10976	10.34246	8.562762	7.356988	13.98795	9.152828	12.65954	
0.17248	0.06272	0.17248	0.12544	9.349409	8.562762	9.680557	18.36507	8.790222	12.32815	
0.1568	0.0784	0.20384	0.12544	10.34246	10.37306	10.01156	20.08764	11.71864	10.67331	
0.14112	0.0784	0.18816	0.10976	8.354653	9.284048	7.689942	18.70741	11.71864	8.686502	
0.14112	0.0784	0.17248	0.09408	9.349409	10.73814	6.35517	17.34378	13.9656	8.686502	
0.17248	0.0784	0.14112	0.09408	10.67331	10.37306	5.68435	13.98795	14.72652	11.33499	
0.1568	0.06272	0.17248	0.10976	11.33499	9.284048	5.68435	11.66592	15.88068	13.65534	
0.14112	0.06272	0.17248	0.10976	10.67331	7.486947	5.347911	10.34246	15.10948	14.32097	
0.1568	0.0784	0.1568	0.14112	10.01156	6.417336	6.020087	10.67331	13.58751	15.32293	
